geography code,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
E01025421,12.4217119,4.207920792,7084.9,5.614035088
E01025422,20.46589018,6.933523946,10169.4,2.92942743
E01025423,27.38095238,11.80981595,12304.8,2.175969726
E01025424,11.5530303,2.711076685,9790.8,3.905325444
E01025425,10.13257576,4.320502749,11157.4,3.479236813
E01025426,7.001972387,2.593192869,3426.9,3.742203742
E01025427,14.65741544,6.767458603,2322.7,3.442340792
E01025428,16.91919192,7.161981258,4879.1,3.66568915
E01025429,19.96066863,6.681350954,1998,2.898550725
E01025431,13.67359798,3.846153846,4359,3.533568905
E01025433,15.51854656,4.810776139,2851.8,4.085603113
E01025434,11.11111111,3.033645891,1989.4,3.633217993
E01025435,16.66666667,6.605762474,428.8,3.165467626
E01025436,14.05517959,3.649000869,2577.4,5.696202532
E01025437,15.58841651,5.225409836,4255.6,2.593192869
E01025438,14.13612565,2.651515152,6708.6,4.633204633
E01025439,13.30612245,4.778393352,5384.4,3.36
E01025440,15.13043478,3.811659193,1153.9,2.871621622
E01025441,16.09195402,6.054131054,2186.5,1.97693575
E01025442,19.45432977,7.490272374,19754,9.017857143
E01025443,15.85040071,5.407523511,3740.7,8.208955224
E01025444,18.06883365,5.670926518,25937.5,3.846153846
E01025445,23.47749338,6.892230576,4838.3,0.785854617
E01025446,16.43612693,5.617977528,13706.1,0.674536256
E01025447,30.91732729,10.68301226,12253.3,7.094594595
E01025448,15.61538462,5.638366818,15684.2,7.093425606
E01025451,10.23166023,3.053026245,24565.2,5.92459605
E01025452,21.99546485,7.35645933,13012.3,6.646971935
E01025453,11.126662,3.516732842,13217.6,4.623287671
E01025454,13.33333333,4.761904762,27112.2,2.012072435
E01025455,14.72982976,4.47761194,15342.8,4.294478528
E01025456,16.7804878,3.538331929,13590.9,5.421686747
E01025457,11.9574845,4.234769688,9249.9,2.685624013
E01025458,15.04965623,4.231487243,26522.3,4.296455424
E01025459,20.85106383,5.191740413,4468.7,3.407880724
E01025460,19.44444444,8.311415045,13657.4,5.959031657
E01025461,12.077597,3.027193433,15114.8,8.952702703
E01025462,14.69165659,4.44225074,7266.9,2.84629981
E01025463,17.49146758,5.636896047,21654.3,4.465493911
E01025464,12.34329797,4.049586777,26414.2,2.147651007
E01025465,15.35796767,5.190989226,38477.5,0.782472613
E01025466,12.09228321,4.350649351,13753.9,2.491103203
E01025467,12.24874372,4.008438819,26167.2,2.434782609
E01025468,14.63240542,4.472271914,17994.7,1.951219512
E01025469,23.67849385,9.315237508,17186.3,5.769230769
E01025470,13.23907455,3.04,22106.5,5.314685315
E01025471,23.40052585,7.305630027,21757.1,3.571428571
E01025472,11.63575042,3.862068966,16527.2,3.78214826
E01025473,19.24759405,5.439642325,17773,4.7920434
E01025474,17.20629047,4.273504274,13150.8,2.937420179
E01025475,13.26194399,4.488078541,18195.7,6.965174129
E01025476,16.53094463,5.957446809,16944.8,9.109730849
E01025477,14.6090535,4.873803307,17685.7,6.306306306
E01025478,10.69364162,3.492063492,33047.9,5.773195876
E01025479,15.29348411,4.638218924,15204.7,8.130081301
E01025480,27.69230769,6.25,23430.3,2.746365105
E01025481,25.57403009,7.975077882,16601.1,11.17318436
E01025482,27.50865052,9.993552547,11386.5,1.337295691
E01025483,18.20925553,6.503728252,34540.5,2.732240437
E01025484,14.36556736,4.139534884,11473,7.860262009
E01025485,14.43074692,4.603270745,21928.1,4.471544715
E01025486,18.03030303,5.695039804,25851.6,5.597014925
E01025487,14.55172414,4.281690141,29601.1,2.727272727
E01025488,8.434205389,4.505455825,11872.9,3.159173755
E01025489,12.79579316,4.838709677,14431.7,1.857585139
E01025490,4.591836735,2.306547619,23700.7,8.744394619
E01025491,6.52892562,2.869166029,34560.4,2.726387537
E01025492,23.36802271,7.606084868,27684.4,5.636070853
E01025493,30.1427372,7.359307359,13675.3,5.889423077
E01025494,33.35777126,9.770114943,20787.2,10.3515625
E01025495,17.98715203,4.942791762,17251.2,7.472527473
E01025496,19.33962264,6.821829856,25410,4.076433121
E01025497,12.98387097,2.513586957,23110.3,5.813953488
E01025498,17.0464135,3.80952381,19423.3,8.118081181
E01025499,11.36363636,4.241071429,14315.1,8.839779006
E01025500,18.50162866,7.477744807,10436.4,3.99113082
E01025501,16.14583333,5.474452555,34216.6,5.729877217
E01025502,9.657794677,3.495145631,35533.7,1.571268238
E01025503,28.34424696,6.241234222,24949.3,4.150197628
E01025504,29.50058072,9.304347826,50583,2.428256071
E01025505,25.64766839,8.375819374,16306.4,5.345501956
E01025506,12.53545094,3.851851852,19037.7,3.284671533
E01025507,17.90872328,8.483935743,12225,1.662049861
E01025508,19.83333333,6.978367062,9890.7,2.024291498
E01025509,23.45794393,7.375099128,8248.1,4.042806183
E01025510,10.64773736,4.291187739,25683,4.640883978
E01025511,11.30063966,2.875112309,28143.5,5.517241379
E01025512,11.79941003,3.355704698,15788.9,2.797202797
E01025513,13.02702703,4.160887656,26597,4.141104294
E01025514,17.28454502,5.043050431,15705.7,6.237006237
E01025515,21.88811189,5.956112853,22081.5,5.033557047
E01025516,16.88311688,5,15123.2,3.639010189
E01025517,15.73099415,5.282331512,10880.3,1.168451801
E01025518,13.76404494,8.220937701,17298.9,5.511811024
E01025519,14.59566075,4.591836735,22026.8,5.302226935
E01025520,29.64876033,8.340214699,22004.4,3.919239905
E01025521,26.80577849,8.141702921,14444.4,7.493188011
E01025522,26.51356994,9.016393443,26439.5,5.580865604
E01025523,19.03039074,6.623681125,18419,7.250755287
E01025524,29.41646683,9.391891892,19268.3,4.909560724
E01025525,23.82397572,6.047648137,9880.1,4.380952381
E01025526,23.43522562,8.123425693,22998.6,3.594080338
E01025527,30.94629156,8.553971487,20984.3,5.80270793
E01025528,22.92857143,5.212550607,22517.9,3.394255875
E01025529,21.92803802,5.935347112,13846.9,3.367633302
E01025530,14.7985348,4.0625,17777.8,6.612903226
E01025531,24.52642074,4.982206406,13415.8,8.354755784
E01025532,13.58885017,3.74050263,23507.3,3.5667107
E01025533,22.17054264,5.716162943,13209.6,3.28125
E01025534,16.58536585,3.770301624,15878.2,8.813160987
E01025535,16.74041298,5.334150828,18015.6,6.907894737
E01025536,25.66523605,8.195592287,21891.3,2.31292517
E01025537,16.60433807,6.172839506,18861.7,5.44
E01025538,14.9691358,3.965053763,25773.9,2.8
E01025539,13.62068966,5.199430199,27261.9,5.894308943
E01025540,14.95685523,6.285714286,13319,4.112554113
E01025541,13.99354144,4.442616207,14901.8,3.248587571
E01025542,17.59684833,7.532321529,22184.9,5.446118192
E01025543,18.81040892,5.380116959,32350.5,5.731225296
E01025544,23.40777502,10.32727273,28716,8.266129032
E01025545,14.3627451,5.91112923,27906.5,5.707491082
E01025546,15.27883881,7.367758186,20595,3.668639053
E01025547,11.7146906,3.26433121,11645.6,0.876095119
E01025548,25.83050847,6.898620276,23421.1,1.919720768
E01025549,11.91634241,4.94641385,24325.5,1.1816839
E01025550,15.5504234,5.511288181,61814.8,0.432276657
E01025551,12.36291127,4.655029094,30204.8,0.71942446
E01025552,10.41257367,3.715937242,17453.8,4.946996466
E01025553,13.11548791,3.346671517,27777.8,3.93258427
E01025554,27.51363991,10.69137562,20778.2,6.08974359
E01025555,26.00671141,9.345106696,20438.6,6.616541353
E01025556,23.07692308,6.7752443,20251.4,4.726100967
E01025557,19.0102121,5.786249149,16890.3,5.177993528
E01025558,20.92862093,6.273291925,15349.3,3.617945007
E01025559,18.8712522,5.2734375,30819.4,1.581508516
E01025560,20.5017301,6.196746708,18464.5,1.054018445
E01025561,12.84829721,3.339755941,11793.4,5.50918197
E01025562,15.15580737,5.30273051,17772.5,5.85106383
E01025563,26.2745098,7.540394973,24813.6,3.839441536
E01025564,16.94462975,5.927552141,20327.2,2.912621359
E01025565,17.24617524,5.985915493,21674.8,3.931203931
E01025566,12.4057971,4.069175992,21682,7.993197279
E01025567,16.88034188,7.683000605,17359.4,6.066945607
E01025568,15.80604534,5.488126649,33581.5,4.151624549
E01025569,14.20895522,5.337519623,13163.7,3.17775571
E01025570,31.74460432,13.28443358,18898.4,1.889534884
E01025571,21.60278746,7.297687861,13205.1,2.689873418
E01025572,25.77665827,9.59634425,11139.2,1.958224543
E01025573,21.46118721,5.572289157,24637.1,3.162650602
E01025574,33.27556326,11.97183099,18000,2.722323049
E01025575,21.73324306,10.19417476,12216.5,0.996677741
E01025576,17.81496063,5.274086379,14390,1.641791045
E01025577,18.89559965,8.163265306,16704.5,1.091269841
E01025578,26.12903226,9.659090909,6035.8,2.68123138
E01025579,25.5952381,8,16328.8,3.299203641
E01025580,20.80223881,5.891594658,24000,7.401574803
E01025581,23.71403662,7.268877911,19955.4,3.415300546
E01025582,29.92992993,11.36363636,5031.5,5.275779376
E01025583,24.71590909,11.59196291,13234.9,9.010152284
E01025584,31.30173062,15.94594595,23038.9,6.906906907
E01025585,17.16757741,5.667554203,18125.5,3.937007874
E01025586,24.7148289,8.282828283,25085.6,0.938477581
E01025587,24.22535211,8.404384896,15826.7,2.219482121
E01025588,29.0923825,10.90365945,34405.8,2.127659574
E01025589,17.61071061,5.210084034,15931.8,5.154639175
E01025590,32.60530421,11.82205972,14190.3,3.733333333
E01025591,25.59309849,8.930899609,48672.8,1.568265683
E01025592,29.49790795,11.64596273,29570,2.120441052
E01025593,23.33566924,7.306763285,8833.9,4.401650619
E01025594,21.83472328,8.434547908,80806.5,2.087682672
E01025595,15.01623377,5.964912281,80467.3,1.330108827
E01025596,14.92795389,5.178147268,3637.6,1.288056206
E01025597,19.34065934,6.779661017,4400.8,1.668806162
E01025598,18.28978622,7.027406887,31335.8,2.22513089
E01025599,15.55051078,5.910852713,29270.8,1.05913504
E01025600,12.84109149,3.745819398,26098.5,1.142857143
E01025601,17.62328213,6.647807638,76357.6,0.48
E01025602,14.91550331,5.679012346,53454.5,0.45112782
E01025603,19.74522293,7.637401856,5473.5,1.739130435
E01025604,20.11494253,7.556497175,13639.1,4.186952288
E01025605,24.2881072,7.102272727,11045.8,3.812824957
E01025606,31.6872428,8.850226929,47627.1,2.887537994
E01025607,21.05678233,6.35538262,5840,1.881188119
E01025608,21.96620584,5.1875,14834.8,3.902439024
E01025609,16.66666667,4.668094218,17162.8,0.785854617
E01025610,20.51886792,4.339502234,85637.3,1.515151515
E01025611,16.44787645,4.505076142,10823.4,6.976744186
E01025612,21.01236021,5.611998065,15523.5,0.711743772
E01025613,20.54140127,5.160026127,2429,9.963768116
E01025614,13.92215569,3.717472119,6027.3,5.217391304
E01025615,10.8970831,2.680851064,3776.4,6.436420722
E01025616,12.077597,2.55,3595.2,7.575757576
E01025617,16.87788018,3.65101944,4765.2,6.423611111
E01025618,18.4417441,4.770531401,1281.1,5.037783375
E01025619,16.62870159,4.225352113,3219.2,5.050505051
E01025620,18.53360489,5.441055235,6436.3,5.032258065
E01025621,16.31336406,3.002309469,7858.3,4.199772985
E01025622,21.19298246,4.510385757,7578.6,6.010016694
E01025623,17.30368311,5.25100981,7346.8,10.44176707
E01025624,13.16316316,2.848101266,3164.8,5.504587156
E01025625,21.87812188,7.289107289,4518.4,5.555555556
E01025626,10.26919242,2.399685287,4082.4,8.683068017
E01025627,18.43075303,4.777594728,4942.8,9.713375796
E01025629,21.85534591,6.289707751,6900.8,5.43318649
E01025630,14.3904064,3.802281369,5902.7,4.592901879
E01025631,13.12964492,3.190810466,4694.1,10.24182077
E01025632,11.34941912,1.53621068,6213.5,8.695652174
E01025633,16.8,3.85026738,3871.9,5.988857939
E01025634,14.72239551,5.894006934,6610.9,6.060606061
E01025635,18.50094877,3.955696203,6246.6,5.974842767
E01025636,25.20035619,4.807692308,6828.4,6.285714286
E01025637,20.22058824,5.397301349,9331,5.85443038
E01025638,17.10213777,3.537414966,8190.1,4.693611473
E01025639,15.63937443,4.69953775,5745,7.755775578
E01025640,14.0625,4.485981308,5316.2,5.319148936
E01025641,17.21518987,4.070981211,10428.6,7.278020378
E01025642,14.32343234,3.848238482,3750,7.781456954
E01025643,14.63046757,3.132678133,6828.7,13.54723708
E01025644,17.05539359,3.774647887,9106.4,6.74002751
E01025645,14.63917526,4.317789292,3534.7,4.96
E01025646,24.05625463,5.94795539,8490.2,6.342780027
E01025647,21.03174603,5.156657963,7347.6,6.18556701
E01025648,11.20996441,3.110273327,5432.2,4.206500956
E01025649,12,3.196099675,6094.8,3.636363636
E01025650,10.36225779,2.916666667,6838.5,5.384615385
E01025651,15.68477429,3.539253539,4979.1,7.552870091
E01025652,23.40036563,3.82916053,14805.7,8.598726115
E01025653,22.31726283,4.641089109,9818,6.307692308
E01025654,21.07795958,4.234026174,10180.4,3.567567568
E01025655,23.33577176,5.731343284,4720.8,11.71171171
E01025656,24.52830189,4.800590842,2385.8,10.92436975
E01025657,20.65756824,6.466395112,10990.2,7.328244275
E01025658,19.67100754,3.991006183,9873.3,7.786259542
E01025659,20.10968921,5.430809399,6769.6,5.345211581
E01025660,16.22613803,3.411131059,12628.6,6.341463415
E01025661,10.80939948,2.700523982,10939.1,5.012531328
E01025662,17.84810127,4.149590164,2210.1,4.862236629
E01025663,15.75342466,4.807084124,8518.7,7.121661721
E01025664,20.03484321,4.433139535,5818,6.713286713
E01025665,16.89059501,3.705692803,9702.9,5.114638448
E01025666,26.8488746,6.735086594,9495.7,4.488778055
E01025667,23.86138614,5.767668562,14590.2,6.571428571
E01025668,15.02267574,2.447552448,17509.3,3.605769231
E01025669,12.12653779,2.271694684,17924.5,7.163323782
E01025670,24.8046875,4.788069074,15580.1,4.648074369
E01025671,14.41957314,2.836879433,15701.1,7.763157895
E01025672,16.30971993,3.17667537,15009,15.35508637
E01025673,22.91805463,4.910456384,14254.9,3.247480403
E01025674,17.59201497,5.306971904,17925.4,6.174698795
E01025675,12.61904762,3.910991234,9299.4,4.368932039
E01025676,9.820051414,2.574416734,15126.9,5.718475073
E01025677,16.63907285,6.134969325,9171.4,9.0625
E01025678,13.38315217,3.312392918,11564,5.033557047
E01025680,18.45588235,3.323076923,13126.4,5.479452055
E01025681,18.34120027,5.040556199,3136.5,3.480040942
E01025682,22.59696459,5.656424581,11984.4,4.941482445
E01025683,20.3313253,4.921020656,2150.2,4.494382022
E01025684,19.13659794,3.276047261,18459.5,4.886877828
E01025685,22.6618705,3.878326996,15421.1,4.557291667
E01025686,13.66163622,2.412698413,19153.1,0.814111262
E01025687,11.53846154,3.512014787,11733.4,4.394141145
E01025688,10.06993007,3.680276021,13973.9,5.438596491
E01025689,11.79087875,3.981871156,11638.5,4.613095238
E01025690,7.017102616,2.825523899,11953.3,4.175824176
E01025692,14,2.926587302,2281.2,3.448275862
E01025693,13.82488479,4.377390565,13613.6,6.802721088
E01025695,10.92043682,3.571428571,14715.4,5.93220339
E01025696,16.42728905,2.914110429,11335.5,2.925531915
E01025697,28.25531915,10.96725057,15967.7,3.129074316
E01025698,16.46682654,3.670972128,17379.5,3.19284802
E01025699,24.94226328,10.15936255,14501.6,4.301075269
E01025700,19.16807195,5.435759209,12047.9,4.467005076
E01025701,20.02820874,7.042253521,16747.5,6.717363752
E01025702,16.58583899,4.869857263,12327.3,4.33244916
E01025703,17.60445682,5.993233446,14228.1,4.52173913
E01025704,16.07142857,6.347305389,21533.5,4.135338346
E01025705,15.2,3.380454825,1134.2,5.714285714
E01025706,24.62787551,6.684636119,16907.2,7.70519263
E01025707,9.486447932,2.308626974,12269.3,6.77466863
E01025708,8.801498127,3.579588728,3698.5,4.836601307
E01025709,3.423680456,1.830065359,10367.1,12.24489796
E01025710,14.35452794,4.061738424,5645.5,5.587668593
E01025711,10.56451613,3.772290809,9855.9,7.258064516
E01025712,16.95583596,4.460719041,6551.6,5.997001499
E01025713,7.51138088,2.615694165,12825.2,4.69043152
E01025715,26.46822204,7.286432161,17480.4,4.107830552
E01025716,21.93548387,6.024096386,21369.7,6.918238994
E01025718,14.63223787,5.616438356,14100.2,5.756578947
E01025719,8.558211257,3.377947737,13329.4,8.695652174
E01025720,5.999172528,2.624363494,16512.2,6.415620642
E01025721,6.882383154,4.516755707,18441.2,8.07860262
E01025722,24.02528978,7.077205882,20457,8.295625943
E01025723,9.119927041,3.071814031,1988.9,3.397341211
E01025724,7.492795389,3.260869565,6579.3,5.902777778
E01025725,28.07881773,10.25641026,11828.4,3.609625668
E01025726,13.53626943,2.993697479,10935.8,6.042296073
E01025727,22.39043825,6.789340102,10211.6,4.53808752
E01025728,16.38141809,3.90702275,1979.5,4.471544715
E01025729,11.47286822,2.642007926,9805.7,7.210884354
E01025730,12.18576907,2.316213494,14954.9,4.550898204
E01025731,16.94480103,4.114780726,14813.9,7.641196013
E01025732,11.99744735,3.723125328,4793.7,4.347826087
E01025733,14.00673401,4.011142061,17928.6,5.188679245
E01025734,9.472934473,3.282532239,15154.8,2.857142857
E01025735,16.8241966,3.889789303,16683.6,4.492753623
E01025736,12.16760677,3.081232493,10309.3,5.225988701
E01025737,10.93819475,2.512044047,13775.6,7.212713936
E01025738,10.85972851,2.022756005,16994,3.773584906
E01025739,11.66936791,3.289192653,17649.3,8.766233766
E01025740,19.57511381,5.143620574,8305.5,4.282115869
E01025741,13.21514907,3.897007655,8735.7,4.218362283
E01025742,20.71942446,5.492537313,11674.3,2.631578947
E01025743,14.55026455,3.598971722,15114.8,6.578947368
E01025744,13.30589849,2.938988095,18216.8,5.612998523
E01025745,19.93410214,5.602240896,15224.5,6.116642959
E01025746,19.81707317,4.733432985,16535.5,5.077574048
E01025747,22.8021978,5.5,17380.5,6.828528073
E01025748,16.74082314,4.562558796,7185.8,4.974271012
E01025749,16.07354686,5.279783394,12995.6,11.26760563
E01025750,16.89587426,3.912363067,3446.2,9.155937053
E01025751,16.64719626,3.568118628,5185,4.182156134
E01025752,17.52212389,4.504201681,6666.7,4.679144385
E01025753,25.6928839,7.086614173,14512.1,11.67763158
E01025754,21.18887824,4.153094463,15253.9,12.07430341
E01025755,21.62601626,4.718945177,22149.1,6.832298137
E01025756,18.60465116,4.069767442,18078.8,4.447632712
E01025757,15.37761601,3.388554217,7219.7,10.62937063
E01025758,16.4556962,4.337631887,12874.3,6.469002695
E01025759,24.65192465,5.714285714,12871.8,6.526315789
E01025760,13.42105263,3.090507726,18100.8,7.283763278
E01025761,8.92169448,2.53298153,15590,6.853582555
E01025762,28.23259373,5.755850727,17597.1,6.546644845
E01025763,28.18559557,6.694069289,15593.2,7.781456954
E01025764,23.95104895,4.415954416,16889.7,4.615384615
E01025765,25.47673532,5.831676607,2809,2.5
E01025766,26.60836977,6.05620155,17676.1,2.675159236
E01025767,23.26848249,5.341055341,16352.2,3.245436105
E01025768,13.71571072,3.744043567,11339.5,3.067484663
E01025769,12.42378049,3.262955854,15382.4,9.487179487
E01025770,11.32315522,2.727768685,16118.3,5.353728489
E01025772,10.29330382,2.385159011,15948.3,2.197802198
E01025773,9.09829407,2.724968314,33449.6,13.66806137
E01025774,10.07518797,1.913875598,15937,5.447941889
E01025775,17.23946785,4.863636364,19501.8,4.143337066
E01025776,17.57907543,3.453608247,15609.1,4.420549582
E01025777,13.3910387,2.177625961,18152.1,4.939626784
E01025778,15.56662516,3.474320242,19833.9,2.62345679
E01025779,16.20294599,3.003412969,18381.4,2.684563758
E01025780,15.59405941,4.141208418,28458.2,2.02020202
E01025781,12.93286219,3.490401396,19005.7,4.743589744
E01025782,11.91304348,3.413217139,12946.1,7.125307125
E01025783,10.28236548,2.37388724,15346.8,5.005820722
E01025784,10.72891073,2.773826458,17578.3,7.197943445
E01025786,11.70454545,3.280839895,4164.7,4.054054054
E01025787,12.81512605,5.253623188,9391.4,4.838709677
E01025788,12.24307417,4.314912945,15812.9,1.593625498
E01025789,12.78941566,6.299212598,9696.4,1.881331404
E01025790,11.65002378,2.985074627,17349.3,4.942965779
E01025791,20.71611253,4.008221994,24242.8,8.203677511
E01025792,16.93461951,5.93141798,17589.1,6.552094522
E01025794,8.588548602,2.788408967,21794.2,9.963099631
E01025795,18.5971686,4.869950194,17882,10.14304291
E01025796,19.17385943,6.123481781,7491.2,3.29531052
E01025797,12.2646891,2.43902439,15573.2,4.653802497
E01025798,12.00209644,4.537671233,18489.7,1.691093574
E01025799,11.01646792,2.190100745,14111.3,2.791262136
E01025800,11.85064935,4.145818442,12031.1,1.587301587
E01025801,17.90763431,8.016528926,4065.3,1.451612903
E01025802,15.30612245,5.05952381,16526.1,2.730375427
E01025803,8.356741573,2.143260011,21754.6,2.927400468
E01025804,18.80650995,4.196157735,16867.5,2.43204578
E01025806,27.34375,8.503836317,19260.5,3.129251701
E01025807,15.22522523,2.737752161,9857.5,3.840245776
E01025808,10.76360682,2.44966443,11908.9,1.825842697
E01025809,11.43001007,4.249053429,10384.1,2.270483712
E01025810,12.4567474,2.852277565,11809.1,4.74137931
E01025812,16.98369565,4.410080183,7885.2,1.412066752
E01025813,13.73563218,3.816793893,5024.4,2.903225806
E01025814,10.30133146,3.339090386,30433.2,1.995305164
E01025815,12.38507301,3.184713376,11657.3,2.767749699
E01025816,14.43250817,4.616588419,10975.2,1.902173913
E01025817,15.75378195,3.54767184,5027.4,3.79241517
E01025818,14.37549097,4.177718833,7569.8,3.501945525
E01025819,21.9665272,5.469678954,10102.3,2.987012987
E01025820,16.8445122,3.731815307,9094.4,4.430379747
E01025821,19.06058543,5.552342394,14570.6,4.498977505
E01025822,27.31707317,8.023872679,11114.5,3.480278422
E01025823,22.52533125,5.842558426,11123.3,2.878598248
E01025824,21.67889161,7.133243607,16068.7,3.90625
E01025825,23.99328859,4.593639576,7344,4.320203304
E01025826,17.4248927,4.548736462,7637.6,7.236842105
E01025827,27.23577236,7.25863284,10052.3,7.407407407
E01025828,14.80904131,3.82585752,3491.8,7.78267254
E01025829,24.61287694,8.768536428,3602.5,5.378151261
E01025830,19.69811321,5.236270754,12157.7,2.845528455
E01025831,20.7977208,3.93258427,9308.3,3.915662651
E01025832,10.78998073,2.836513667,8596,3.899721448
E01025833,13.88720437,3.604481247,8122.5,1.915708812
E01025834,12.02229299,2.60756193,14273.9,2.179176755
E01025835,13.38771593,3.420843278,8842.1,2.835051546
E01025836,23.06940371,4.68483816,15970.4,3.328290469
E01025837,11.52754117,3.219871205,8149.3,2.831594635
E01025838,14.94607088,5.562913907,8293.8,2.312138728
E01025839,18.66859624,5.033353548,2635,3.968253968
E01025840,22.82842785,5.190930788,2141.4,5.697151424
E01025841,21.48194271,3.462749213,9595.5,7.246376812
E01025842,20.88772846,6.097560976,11616.4,4.423868313
E01025843,22.4025974,6.873614191,6379.1,6.308851224
E01025844,24.24710425,7.555282555,13346,7.985257985
E01025845,17.68388106,4.048582996,8064.2,3.606557377
E01025846,13.77245509,2.81892021,16589,2.879078695
E01025847,11.06927711,3.013863773,10485.4,2.298850575
E01025848,22.49443207,4.51366815,9451.4,2.697495183
E01025849,19.2861255,4.683195592,12305.5,1.724137931
E01025850,20.24,5.733333333,14764.3,3.990024938
E01025851,17.19457014,3.602941176,12670.6,4.142011834
E01025852,22.56349675,5.220883534,8097.3,3.196347032
E01025854,15.62678878,3.284671533,28601,3.239289446
E01025855,20.20287405,3.703703704,22268.2,10.98039216
E01025856,27.83018868,8.182533438,13949.8,2.600472813
E01025857,16.94772344,3.448275862,12621.5,3.289473684
E01025858,16.4584465,4.7597254,15820.9,3.671071953
E01025859,14.63963964,3.609879671,3854.3,3.591954023
E01025860,13.82886776,3.36996337,11884.6,3.829787234
E01025861,16.183412,3.97313934,14267.7,3.648424544
E01025862,18.27040195,4.507337526,11516.5,2.695035461
E01025863,23.27402135,4.553518628,11540.1,2.485380117
E01025864,14.33408578,4.223493181,6817.2,1.985559567
E01025865,20.76002815,5.326460481,11837.2,3.169572108
E01025866,27.93442623,6.975505857,13715,3.28125
E01025867,20.04909984,5.801104972,6521.9,2.975206612
E01025868,20.45826514,6.09929078,13592.7,3.571428571
E01025869,21.56398104,6.140963015,13656.1,1.524390244
E01025870,15.05681818,4.303646145,9427.7,3.287981859
E01025871,17.3985087,4.344963792,11918.1,2.857142857
E01025872,21.67449139,4.201101928,14965.9,5.254237288
E01025873,12.0508982,3.477141017,10276.7,4.279279279
E01025874,19.13312693,5.311004785,15470.5,6.849315068
E01025875,23.33804809,5.921416713,11651.2,5.25606469
E01025876,12.79069767,6.082108464,19987.9,9.682804674
E01025877,16.23188406,3.880070547,8279.5,6.915629322
E01025879,24.49392713,6.566916043,16400.7,5.988857939
E01025880,16.47058824,3.590664273,15048.9,8.005822416
E01025881,18.30985915,5.263157895,1001.3,6.803797468
E01025882,13.9959432,4.443162147,13455,7.279693487
E01025883,18.44288449,3.413333333,10916.3,2.786709539
E01025884,20.23121387,5.156431054,8970.1,5
E01025885,13.0806846,2.434077079,9130.4,4.624277457
E01025886,18.27586207,5.526468877,3916.4,4.934210526
E01025887,13.47381865,4.675467547,9017.2,2.634730539
E01025888,9.224190593,2.386002121,8012.4,2.518891688
E01025889,12.81355932,3.586125808,13536.1,3.780964798
E01025890,15.85585586,4.393149665,15038.5,1.678908709
E01025891,12.45173745,2.919708029,14133.6,2.650176678
E01025892,9.77054034,3.235653236,16296,2.777777778
E01025893,16.96048632,3.840166061,14394.7,5.362776025
E01025894,22.56186317,7.133995037,21812.4,2.69058296
E01025895,16.7877907,3.274711947,4625.7,1.557632399
E01025896,17.79053085,3.685800604,4818.3,3.04
E01025897,20.33029613,3.753957485,5285.6,2.035278155
E01025898,20.35815269,4.596834966,8315.8,3.047091413
E01025899,19.62790698,2.896341463,13194.8,1.666666667
E01025900,23.73188406,6.081081081,16375.5,3.099510604
E01025901,16.99346405,4.191321499,13501.2,3.603603604
E01025902,14.4884242,4.214559387,5285.4,2.105263158
E01025903,15.91695502,3.243847875,3192.7,2.34375
E01025904,13.74381528,2.906976744,5465.4,3.832752613
E01025905,20.89201878,5.192425168,12013,6.637168142
E01025906,11.70909091,2.102102102,10183.8,4.204204204
E01025907,26.1952862,7.208672087,9549.9,5.64516129
E01025908,13.93067364,2.681564246,10324.2,5.448154657
E01025909,15.90346535,3.757076686,15968.8,3.197674419
E01025910,13.62169141,3.311258278,12346.9,5.366726297
E01025911,15.03311258,4.517568321,12286.5,5.59566787
E01025912,15.53544495,3.966730646,12272.5,2.040816327
E01025913,13.47175278,2.754151478,13139.2,4.448105437
E01025914,9.479553903,2.482544608,11289.9,2.941176471
E01025915,14.10381978,4.737732657,14182.5,3.138373752
E01025916,13.47615757,2.949681897,7527.6,3.852596315
E01025918,20.80536913,7.032181168,12371.9,2.345058626
E01025919,17.95288383,4.97677505,14570.3,2.48447205
E01025920,18.09462916,5.799293999,6295.2,4.306864065
E01025921,16.37529138,5.385375494,14916,2.150537634
E01025923,14.40261866,4.304869442,15975.6,5.475040258
E01025924,12.68817204,3.366696997,12608,7.065217391
E01025926,11.25417263,2.75124188,13305.6,5.175600739
E01025927,23.33077513,5.948653726,12884,4.135338346
E01025928,12.67723103,3.5639413,20381.5,6.758832565
E01025929,19.38970121,4.707708226,16548.6,8.346972177
E01025930,28.59042553,7.540983607,6929.8,3.910614525
E01025931,28.39425587,5.233160622,16822.2,5.444126074
E01025932,32.4204947,10.17728168,13860.8,4.196642686
E01025933,24.49908925,6.024096386,9246.3,9.476661952
E01025934,22.62532982,6.972010178,17920.6,5.890052356
E01025935,18.8697318,5.938037866,4424.1,4.264099037
E01025936,21.93064667,7.843137255,13806.5,3.034482759
E01025937,16.03773585,3.52688172,17133.2,2.921646746
E01025938,21.98233562,6.478405316,16523.9,5.324459235
E01025939,21.99762188,4.044630404,11665.5,7.152875175
E01025940,21.63315052,5.70719603,17167.3,2.480270575
E01025941,16.90402477,4.1185334,12840.3,3.799185889
E01025942,16.59900767,3.107344633,8166.5,6.175298805
E01025943,26.29169392,7.709251101,13718.4,6.615384615
E01025944,12.04735376,2.582159624,12930.8,7.328990228
